TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
N26512,,,Evans 35251,Free,"Brown, William, 1764-1803.",1799,"An oration, spoken at Hartford, in the state of Connecticut, on the anniversary of American Independence, July 4th, A.D. 1799. By William Brown.",Fourth of July orations -- 1799.,24
N26516,,,Evans 35254,Free,"Burges, Tristam, 1770-1853.; Rhode Island College (1764-1804). Federal Adelphi.",1799,"The art of excelling; an oration: delivered in the Benevolent Congregational Meeting House, at Providence, before the Society of the Federal Adelphi; on their anniversary, September 5, A.D. 1799. / By Tristam Burges, A.M.",,22
N26517,,,Evans 35255,Free,"Burges, Tristam, 1770-1853.; Rhode Island College (1764-1804).",1799,"War, necessary, just and beneficial: an oration, pronounced on commencement at Rhode Island College, September 4th, A.D. 1799. / By Tristram Burges, a candidate for the second degree.",War -- Moral aspects.; Baccalaureate addresses -- 1799.,8
N26521,,,Evans 35259,Free,"Burnet, James, 1779-1806.",1799,"An oration, delivered on the Fourth of July, 1799. At the Meeting House, in Weston: in commemoration of the independence of America. / By James Burnet, A.B.",Fourth of July orations -- 1799.,23
N26523,,,Evans 35262,Free,"Caldwell, Charles, 1772-1853.; Philadelphia Medical Society.",1799,"An eulogium to the memory of Dr. Samuel Cooper, delivered, by appointment, before the Philadelphia Medical Society, on the fourth day of March, 1799. / By Charles Caldwell, A.M. M.D. a member of the Society.","Cooper, Samuel, 1772-1798.; Wills -- Pennsylvania -- Philadelphia.; Funeral addresses -- 1799.",49
N26524,,,Evans 35263,Free,"Caldwell, Charles, 1772-1853.; Academy of Medicine of Philadelphia.",1799,"A semi-annual oration, on the origin of pestilential diseases, delivered before the Academy of Medicine of Philadelphia, on the 17th day of December, 1798. / By Charles Caldwell, A.M. M.D. senior vice president of the Academy.",Communicable diseases.; Epidemics.; Yellow fever.; Plague.,57
N26532,,,Evans 35272,Free,"Carey, Matthew, 1760-1839.",1799,"A plumb pudding for the humane, chaste, valiant, enlightened Peter Porcupine. By his obliged friend, Matthew Carey. ; [four lines of quotations]","Cobbett, William, 1763-1835.; Fenno, John Ward, 1778-1802.; United States -- Politics and government -- 1797-1801.",49
N26548,,,Evans 35296,Free,,1798,"The Entertaining, moral, and religious repository; containing upwards of three score separate performances, all of which are written in a simple yet pleasing style [sic], and are eminently calculated for the amusement and instruction of the youth of both sexes. : Published by a society in Great Britain, instituted for the beneficent purpose of aiding the intention of His Majesty, as expressed in his royal proclamation for the suppression of vice and immorality. : Vol I-[II].",Christian life.; Juvenile literature -- 1798.,419
N26554,,,Evans 35302,Free,"Chisholm, Colin, 1755-1825.; Lining, John, 1708-1760.",1799,"An essay on the malignant pestilential fever introduced into the West Indian Islands from Boullam, on the coast of Guinea, as it appeared in 1793 and 1794. By C. Chisholm, M.D. and surgeon to His Majesty's ordnance in Grenada. ; To which is annexed, a description of the American yellow fever, which prevailed at Charleston in 1748, in a letter from Dr. John Lining.",Epidemics -- West Indies.; Yellow fever.,323
N26555,,,Evans 35305,Free,"Church, James, d. 1801.; Smith, Nathaniel, Dr.",1799,"The efficacy of Dr. Church's cough drops, demonstrated in the cure of coughs, colds, asthmas & consumptions, invented and prepared by James Church, M.D. [Nine lines of quotations] : Illustrated with many remarkable and authentic facts. : To which is added, important information to the afflicted with rheumatism, lumbago, palsy, sprains, bruises, numbness, gout, rheumatic gout, itch, diseases of the eyes, nervous disorders, hysteric, epileptic, and other kinds of fits, inward weaknesses, headache, corns, worms, scurvy, &c. : The medicines are sold genuine, (wholesale only) by the inventor and sole proprietor, Dr. James Church, at his dispensary, New York; and by his appointment, at the places mentioned on the cover of this pamphlet.","Patent medicines.; Advertisements -- Medicines, Patent, proprietary, etc.",25
N26564,,,Evans 35317,Free,"Coffin, Paul, 1738-1821.; Massachusetts. General Court.",1799,"A sermon, preached before His Honor Moses Gill, Esquire. lieutenant governor, the Honorable, the Council, Senate and House of Representatives of the Commonwealth of Massachusetts. May 29, 1799, being the day of general election. By Rev. Paul Coffin, A.M. Pastor of the church in Buxton.",Election sermons -- Massachusetts -- 1799.,31
N26571,,,Evans 35333,Free,,1799,"The Companion: being a selection of the beauties of the most celebrated authors, in the English language. In prose and verse. : [Two lines from Akenside]",Anthologies.; Poems -- 1799.,280
N26572,,,Evans 35335; Evans 35336,Free,"Condie, Thomas, 1775?-1814.; Folwell, Richard, 1768?-1814.; Rittenhouse, David, 1732-1796.",1799,"History of the pestilence, commonly called yellow fever, which almost desolated Philadelphia, in the months of August, September & October, 1798. / By Thomas Condie & Richard Folwell.","Yellow fever -- Pennsylvania -- Philadelphia; Philadelphia (Pa.) -- Statistics, Vital.",207
N26585,,,Evans 35355,Free,"Cosgrave, J.",1799,"A genuine history of the lives and actions of the most notorious Irish highwaymen, Tories and Rapparees, from Redmond O'Hanlon, the famous gentleman-robber, to Cahier na Gappul, the great horse-catcher, who was executed at Maryborough, in August, 1735. : To which is added, The gold-finder: or, The history of Manus Mac Oneil, who under the appearance of a stupid, ignorant country fellow, (on the bog of Allen, by the help of his man Andrew) played the most notorious cheats, and remarkable tricks on the people of Ireland, that ever was known. : Also, the remarkable life of Gilder Roy, a murderer, ravisher, incendiary and highwayman, with several others, not in any former edition. / By J. Cosgrave.","Gilder, Roy, 1624?-1658.; Brigands and robbers -- Ireland.; Criminals -- Ireland.; Murder -- Ireland.; Executions and executioners -- Ireland.; Crime -- Ireland.; Ireland -- Biography.",140
N26586,,,Evans 35360,Free,"Cox, Zachariah.",1799,"An estimate of commercial advantages by way of the Mississippi and Mobile rivers, to the western country. Principles of a commercial system and the commencement and progress of a settlement on the Ohio River, to facilitate the same; with a statement of facts.","Southwest, Old -- Commerce.",71
N26590,,,Evans 35364,Free,"Cummings, Abraham, 1755-1827.",1799,"The present times perilous. A sermon, preached at Sullivan, on the national fast, April 25, 1799. / By Abraham Cummings, A.M.","France -- History -- Revolution, 1789-1799.; United States -- History -- 1797-1801 -- Addresses, sermons, etc.; Fast day sermons -- 1799 Apr. 25.",24
N26595,,,Evans 35370,Free,"Daggett, David, 1764-1851.",1799,"Sunbeams may be extracted from cucumbers, but the process is tedious. An oration, pronounced on the Fourth of July, 1799. At the request of the citizens of New Haven. / By David Daggett.",United States -- Politics and government -- 1797-1801.; Fourth of July orations -- 1799.,28
N26622,,,Evans 35405,Free,"Dewey, Sherman, 1772-1813.",1799,"Account of a hail storm, which fell on part of the towns of Lebanon, Bozrah and Franklin, on the 15th of July, 1799; perhaps never equalled by any other ever known, not even in Egypt. / By Sherman Dewey. ; (Copy right secured.)",Storms -- Connecticut.; Hail -- Connecticut.; Hailstorms -- Connecticut -- Lebanon; Hailstorms -- Connecticut -- Bozrah; Hailstorms -- Connecticut -- Franklin,26
N26624,,,Evans 35407,Free,"Dibdin, Charles, 1745-1814.",1799,"A collection of songs, selected from the works of Mr. Dibdin. ; To which are added, the newest and most favorite American patriotic songs. ; [Six lines of quotations]","Songs, English.; National songs -- United States.; Songsters.",340
N26628,,,Evans 35413,Free,"Dobson, Thomas, 1751-1823.",1799,"Letters on the existence and character of the Deity, and on the moral state of man.",God -- Attributes.; Man (Theology).,144
N26630,,,Evans 35415; Evans 36163,Free,"Doddridge, Philip, 1702-1751.",1799,The principles of the Christian religion: divided into lessons and adapted to the capacities of children.,Christianity.; Juvenile literature -- Poetry -- 1799.,31
N26633,,,Evans 35418,Free,"Doggett, Simeon, 1765-1852.",1799,"An oration, delivered at Taunton, on the 4th of July, 1799. By Simeon Doggett, Jun. A.M. Preceptor of Bristol Academy. ; [Four lines from Virgil]",Fourth of July orations -- 1799.,21
N26644,,,Evans 35435,Free,"Edmond, David, 1778-1824.",1799,"An oration, delivered in Ridgfield, on the Fourth of July, 1799, before a large concourse of people, assembled to commemorate their national independence. / By David Edmond.",Fourth of July orations -- 1799.,15
N26647,,,Evans 35438,Free,"Edwards, Jonathan, 1745-1801.",1799,"A farewell sermon, to the people of Colebrook, delivered July 14th, 1799. By Jonathan Edwards, D.D. Resident [i.e., President] of Union College. ; Printed at the request of the hearers.",Farewell sermons -- 1799.,16
N26652,,,Evans 35443,Free,"Emerson, William, 1769-1811.; Ancient and Honorable Artillery Company of Massachusetts.",1799,"Piety and arms. A sermon, preached at the request of the Ancient and Honorable Artillery Company, in Boston, June 3, 1799; the anniversary of their election of officers. / By William Emerson.",Piety.; Artillery election sermons -- 1799.,22
N26674,,,Evans 35483,Free,"Fisher, Jacob, 1758 or 9-1840.",1799,"An oration, pronounced at Kennebunk, on the fourth day of July, 1799; being the anniversary of American independence. By Dr. Jacob Fisher. ; [Five lines of quotations]",Fourth of July orations -- 1799.,20
N26676,,,Evans 35485,Free,"Fiske, Samuel, 1769-1834.",1799,"An oration pronounced at Claremont, on the anniversary of American independence. July 4th, 1799. By Samuel Fiske, A.M. ; [Three lines of quotation]",Fourth of July orations -- 1799.,15
N26681,,,Evans 35491,Free,"Forsyth, William.; Vermont. General Assembly.",1799,"Palida mors, aequa pulsat pede, pauperum tabernas, regumque terres. A sermon, preached at Windsor, October 10, 1799, before His Excellency the governor, the lieutenant governor and Council, and the House of Representatives, of the state of Vermont. / By William Forsyth, A.M.",Election sermons -- Vermont -- 1799.,20
N26685,,,Evans 35495,Free,"Fowler, Abraham, 1745-1815.",1799,"A farewell sermon, delivered at Salem, in Waterbury, April 17, 1799, / by the Rev. Abraham Fowler, late Pastor of the Church in that society.",Farewell sermons -- 1799.,26
N26702,,,Evans 35516,Free,"Freneau, Philip Morin, 1752-1832.",1799,Letters on various interesting and important subjects; many of which have appeared in the Aurora. Corrected and much enlarged. / By Robert Slender. O.S.M. ; [Two lines from Pope],"United States -- Politics and government -- 1797-1801 -- Anecdotes, facetiae, satire, etc.; Poems -- 1799.; Satires.",144
N26704,,,Evans 35518,Free,"Barclay, Robert, 1648-1690. Concise view of the chief principles ...; Benezet, Anthony, 1713-1784. Short account of the people called Quakers.; Benezet, Anthony, 1713-1784. Further considerations on war.; Spalding, John, 1765-1795. Few serious queries ...; Spalding, John, 1765-1795. Few reasons for leaving ...; Crisp, Samuel, 1669 or 70-1704. Two letters.; Murray, Lindley, 1745-1826. Extracts from the writings of diverse eminent authors ...",1799,"A Collection of religious tracts, from different authors. Republished for the information and serious perusal of all sober enquirers.",Society of Friends -- Doctrinal and controversial works.; Society of Friends -- History.,116
N26723,,,Evans 35553,Free,Lady of distinction.,1799,"The glebe house, a tale. / By a lady of distinction.",,121
N26724,,,Evans 35555,Free,"Wollstonecraft, Mary, 1759-1797.; Godwin, William, 1756-1836.",1799,"Maria: or, The wrongs of woman. A posthumous fragment. / By Mary Wollstonecraft Godwin. Author of A vindication of the rights of woman.",Women -- Social and moral questions.,231
N26727,,,Evans 35561,Free,"Grant, Thomas.",1799,"A sermon, delivered at Flemington, on the 4th of July, 1799. By Thomas Grant, A.M. Pastor of the Presbyterian Church at Amwell, New Jersey. ; Published by request.",Fourth of July sermons -- 1799.,16
N26739,,,Evans 35585,Free,"Hanway, Jonas, 1712-1786.",1806,"Travels of Jonas Hanway, Esquire. through Russia into Persia, and afterwads [sic] through Russia, Germany, & Holland.",Middle East -- Description and travel.; Russia -- Description and travel.; Europe -- Description and travel.; Travel literature.,111
N26740,,,Evans 35586,Free,"Hardy, James, 1758-1826.",1799,"An account of the malignant fever, lalely [sic] prevalent in the city of New York. Containing I. A narrative of its rise, progress and decline, with the opinions of some medical gentlemen, with respect to its origin, &c. II. The manner in which the poor were relieved during this awful calamity. III. A list of the donations, which have been presented to the committee for the relief of the sick and indigent. IV. A list of the names of the dead, arranged in alphabetical order, with their professions or occupations, and as far as was practicable to obtain information, the names of the countries of which they were natives. V. A comparative view of the fever of the year 1798, with that of the year 1795. / By James Hardy, A.M. ; Copy-right secured according to act of Congress.","Yellow fever -- New York (State) -- New York; Epidemics -- New York (State) -- New York; New York (N.Y.) -- Statistics, Vital.",147
N26742,,,Evans 35588; Shipton 48138,Free,"Harper, Robert Goodloe, 1765-1825.",1797,"The case of the Georgia sales on the Mississippi considered. With a reference to law authorities and public acts, and an appendix, containing certain extracts, records, and official papers.","Land grants -- Mississippi.; Land companies -- Mississippi.; Land companies -- Georgia.; Yazoo Fraud, 1795.; Public lands -- Georgia",113
N26744,,,Evans 35590,Free,"Harris, Thaddeus Mason, 1768-1842.",1799,"A discourse, addressed to the Religious Society of Young Men in Dorchester, on the termination of one hundred years from the time of its establishment. / By the Rev. Thaddeus Mason Harris. ; [Two lines from John]","Religious Society of Young Men (Dorchester, Mass.).; Century sermons -- 1799.",24
N26753,,,Evans 35599,Free,"Haswell, Anthony, 1756-1816.",1799,"An oration, delivered at Bennington, Vermont, August 16th, 1799. In commemoration of the Battle of Bennington. : Published at the request of the audience. / By Anthony Haswell. ; [Five lines of verse]","Bennington, Battle of, N.Y., 1777.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; United States -- History -- Revolution, 1775-1783 -- Songs and music.; Songs.; Hymns.",37
N26755,,,Evans 35603,Free,"Haven, Samuel, 1771-1847.",1799,"An oration, spoken at Dedham, on the Fourth of July, 1799, at the request of a number of the inhabitants of that town, and its vicinity, who assembled to commemorate American independence. / By Samuel Haven.",Fourth of July orations -- 1799.,24
N26756,,,Evans 35605,Free,"Hay, George, 1765-1830.; Adams, John, 1735-1826.",1799,An essay on the liberty of the press; respectfully inscribed to the republican printers throughout the United States. / By Hortensius.,Freedom of the press -- United States.; Libel and slander -- United States.,54
N26769,,,Evans 35625,Free,"Hobby, William J., d. 1841.",1799,"An oration delivered in St. Paul's Church, Augusta, on the Fourth of July, one thousand seven hundred and ninety-nine, being the twenty-third anniversary of American independence. / By William J. Hobby, Esquire.",Fourth of July orations -- 1799.,27
N26770,,,Evans 35626,Free,"Hobson, John.",1799,"Prospectus of a plan of instruction for the young of both sexes, including a course of liberal education for each. : Dedicated to the parents of those children whose tuition the author has superintended during his residence in Philadelphia. / By John Hobson. ; [Two lines of quotation]",Education -- Pennsylvania -- Philadelphia.; Private schools -- Pennsylvania -- Philadelphia.; Bibliographies.,21
N26778,,,Evans 35636,Free,"Osborn, Sarah, 1714-1796.; Hopkins, Samuel, 1721-1803, ed.",1799,"Memoirs of the life of Mrs. Sarah Osborn, who died at Newport, Rhodeisland, on the second day of August, 1796. In the eighty third year of her age. / By Samuel Hopkins, D.D. Pastor of the First Congregational Church in Newport.","Osborn, Sarah, 1714-1796.; Memoirs.",379
N26780,,,Evans 35640,Free,,1799,The Horrors of Oakendale Abbey. A romance.,,204
N26785,,,Evans 35645,Free,"Hubbard, John, 1759-1810.",1799,"An oration, pronounced at Walpole, on the anniversary of American independence; July 4th, 1799. By John Hubbard, Esquire.",Fourth of July orations -- 1799.,15
N26801,,,Evans 35671,Free,"Johnson, Thomas.",1799,"Remarks on some principles contained in the Presbyterian system, or Confession of faith: likewise, remarks on the necessity of supporting Gospel ministers, according to Gospel rules. / By Thomas Johnson, of Pelham.",Presbyterianism.,48
N26812,,,Evans 35689; Shipton 48378,Free,"Brackenridge, H. H. (Hugh Henry), 1748-1816, ed.",1798,"Narrative of a late expedition against the Indians; with an acount of the barbarous execution of Col. Crawford; and the wonderful escape of Dr. Knight & John Slover from captivity in 1782. : To which is added, a narrative of the captivity & escape of Mrs. Frances Scott, an inhabitant of Washington County, Virginia.","Crawford, William, 1732-1782.; Knight, -- Dr. -- (John), d. 1838.; Slover, John, fl. 1773-1782.; Scott, Frances.; Crawford's Indian Campaign, Ohio, 1782.; Indian captivities; United States -- History -- Revolution, 1775-1783.; Captivity narratives.",46
N26815,,,Evans 35693,Free,"Kotzebue, August von, 1761-1819.; Graumann, Charles George, dedicatee.",1799,"The constant lover; or, William and Jeanette; a tale. / From the German of Augustus von Kotzebue, author of The stranger, Lovers' vows, Self immolation, Virgin of the sun, &c. ; To which is prefixed, an account of the literary life of the author. ; Two volumes in one.; Geprufte Liebe. English","Authors -- Correspondence, reminiscences, etc.",296
N26830,,,Evans 35716,Free,,1799,"Laugh and be fat. Or, An antidote against melancholy. Containing a great variety of comical intrigues and fine stories; witty epigrams and comical whims; epitaphs, humourous jests, &c. / Written by the most ingenious authors of the age.",Wit and humor.; Facetiae.,82
N26834,,,Evans 35722,Free,"Lee, Harriet, 1757-1851.",1799,Constantia de Valmont. A novel. / By Harriet Lee. ; [Two lines from Shakespeare],,99
N26836,,,Evans 35724,Free,"Lee, Silas, 1760-1814.",1799,"An oration, delivered at Wiscasset, at the request of the inhabitants, on the Fourth of July, 1799. By Silas Lee. ; [Two lines from Mallet du Pan]",Fourth of July orations -- 1799.,24
N26840,,,Evans 35729,Free,"Lewis, M. G. (Matthew Gregory), 1775-1818.",1799,"Ambrosio; or, The monk. A romance. / By M.G. Lewis, Esquire. M.P. author of ""Castle spectre,"" &c. &c. ; Three volumes in two. ; Vol. I[-II].",,508
N26842,,,Evans 35731,Free,"Lewis, Zechariah, 1773-1840.; Tallmadge, Benjamin, 1754-1835, dedicatee.; Connecticut Society of the Cincinnati.",1799,"An oration, on the apparent, and the real political situation of the United States, pronounced before the Connecticut Society of Cincinnati, assembled, at New Haven, for the celebration of American independence, July the 4th, 1799. / By Zechariah Lewis, a tutor of Yale College.",United States -- Foreign relations -- 1783-1815.; United States -- Politics and government -- 1789-1815.; Fourth of July orations -- 1799.,28
N26844,,,Evans 35733,Free,"Lining, John, 1708-1760.; Whytt, Robert, 1714-1766.",1799,"A description of the American yellow fever, which prevailed at Charleston, in South Carolina, in the year 1748. By Doctor John Lining, physician at Charleston.",Epidemics -- South Carolina -- Charleston.; Yellow fever.,29
N26847,,,Evans 35737,Free,,1799,The Lives of Martin Luther and John Calvin. The two great reformers.,"Luther, Martin, 1483-1546.; Calvin, Jean, 1509-1564.; Religious biography.",105
N26848,,,Evans 35738,Free,"Rodgers, John, 1727-1811.; Livingston, John Henry, 1746-1825. Glory of the Redeemer.; M'Knight, John, 1754-1823. Life to the dead.; New York Missionary Society.",1799,"Two sermons, delivered before the New York Missionary Society; the first on April 23d. in the Scots Presbyterian Church, by the Rev. Dr. Livingston. : The second on April 24th, in the North Dutch Church, by the Rev. Dr. M'Knight. : To which is added, a charge given to the first missionary, by the Rev. Dr. Rodgers; together with the instructions to missionaries, and the report of the directors.","Bullen, Joseph.; Indians of North America -- Missions.; Sermons -- 1799.",105
N26852,,,Evans 35743,Free,"Louvet de Couvray, Jean-Baptiste, 1760-1797.; Nash, Melatiah, 1767 or 8-1830, tr.",1799,"Emilia de Varmont, or The necessary divorce; and memoirs of Curate Sevin. A moral and political tale. Founded on facts. / Translated from the French of M. Louvet, by Melatiah Nash. ; Three volumes in one. ; Vol. I[-III]. ; [Three lines of verse from Pope]; Emilie de Varmont. English",,309
N26856,,,Evans 35747,Free,"Lowell, John, 1769-1840.",1799,"An oration, pronounced July 4, 1799, at the request of the inhabitants of the town of Boston, in commemoration of the anniversary of American independence. / By John Lowell, Jun. ; [Fourteen lines of quotations]",Fourth of July orations -- 1799.,26
N26859,,,Evans 35750,Free,"Lyman, Joseph, 1749-1828.; Newton, Roger, 1737-1816.; Deerfield Academy.",1799,"The advantages and praises of wisdom. A sermon, delivered at Deerfield,--Jan 1, A.D. 1799, at the opening of the academy in that town; from Proverbs, XII, 8. ""A man shall be commended according to his wisdom."" / By the Rev. Joseph Lyman, A.M. one of the Trustees of said academy.",Dedication sermons -- 1799.,20
N26860,,,Evans 35752,Free,"Lion, Patrick, d. 1829.; Akin, James, 1773-1846, engraver.",1799,"The narrative of Patrick Lion, who suffered three months severe imprisonment in Philadelphia gaol; on merely a vague suspicion, of being concerned in the robbery of the Bank of Pennsylvania: : with his remarks thereon.","Lion, Patrick, d. 1829.; Lion, Patrick, d. 1829 -- Portraits.; Bank of Pennsylvania.; Walnut Street Prison (Philadelphia, Pa.).; Bank robberies -- Pennsylvania -- Philadelphia.; False imprisonment -- Pennsylvania -- Philadelphia.",76
N26867,,,Evans 35759,Free,"McMillan, Mr.",1799,Julia; or The adventures of a curate's daughter. By Mr. McMillan.,,84
N26874,,,Evans 35770,Free,"Marshall, Charles, d. 1818.; Talbot, William, dedicatee.; Anderson, James, 1739-1808. Essay on quicklime, as a cement and as a manure.",1799,"An introduction to the knowledge and practice of gardening, by Charles Marshall, Vicar of Brixworth, Northamptonshire. ; [Three lines from Bacon] ; To which is added, An essay on quicklime, as a cement and as a manure, by James Anderson, LL.D. F.R.S. F.A.S.S. ; Vol. I[-II].",Gardening.; Lime.; Publishers' catalogues -- Massachusetts -- Boston.,542
N26902,,,Evans 35806,Free,"Maxcy, Jonathan, 1768-1820.",1799,"An oration, delivered in the First Congregational Meeting House, in Providence, on the fourth of July, 1799. By Jonathan Maxcy, A.M. President of Rhode Island College.",Fourth of July orations -- 1799.,16
N26915,,,Evans 35833,Free,"Moore, George, fl. 1797-1811.",1799,Grasville Abbey: a romance. : In two volumes. Vol. I[-II]. : [Three lines of verse],,348
N26925,,,Evans 35844,Free,"Morton, Sarah Wentworth, 1759-1846.; Adams, Abigail, 1744-1818, dedicatee.",1799,"The virtues of society. A tale, founded on fact. / By the author of The virtues of nature. ; [Two lines from Cartwright] ; Published according to act of Congress.",Poems -- 1799.,46
N26929,,,Evans 35851,Free,"Murray, Lindley, 1745-1826.",1799,"The English reader: or, Pieces in prose and poetry, selected from the best writers. Designed to assist young persons to read with propriety and effect; to improve their language and sentiments; and to inculcate some of the most important principles of piety and virtue. : With a few preliminary observations on the principles of good reading. / By Lindley Murray, author of ""English grammar adapted to the different classes of learners,"" &c.; English reader",Readers.; Juvenile literature -- Poetry -- 1799.; Juvenile literature -- 1799.,395
N26970,,,Evans 35911,Free,"Rowson, Mrs., 1762-1824, ed..",1799,"The New pleasing instructor: or, Young lady's guide to virtue and happiness. Consisting of essays, relations, descriptions, epistles, dialogues, and poetry. / Carefully extracted from the best modern authors. Designed principally for the use of female schools; but calculated for general instruction and amusement. By a lady.",Young women -- Conduct of life.; Anthologies.; Poems -- 1799.,323
N27008,,,Evans 35966,Free,"Newcomb, Richard E. (Richard English), 1770-1849.",1799,"An oration, spoken at Greenfield, on the anniversary of American independence, July 4th, 1799. : By Richard E. Newcomb, Esquire.",Fourth of July orations -- 1799.,16
N27035,,,Evans 36021,Free,"Osgood, Nathan, 1754-1841.",1799,"An oration, delivered at Rutland; in the state of Vermont, on the anniversary of American independence, July 4th, 1799. By Nathan Osgood, Esquire.",Fourth of July -- Poetry.; Fourth of July orations -- 1799.,18
N27046,,,Evans 36037,Free,"Parish, Elijah, 1762-1825.",1799,"An oration delivered at Byfield July 4, 1799. By Rev. Elijah Parish, A.M.",Illuminati.; Fourth of July orations -- 1799.,18
N27051,,,Evans 36045,Free,"Patterson, Mrs.",1799,"The unfortunate lovers, and cruel parents. A very interesting tale. Founded on fact. / Written by Mrs. Patterson.",Parent and child.,24
N27054,,,Evans 36049,Free,"Payson, Seth, 1758-1820.; New Hampshire. General Court.",1799,"A sermon preached at Concord, June 6th 1799, before His Excellency the governor, the Honorable Council, Senate, and House of Representatives, of the state of New Hampshire. / By Seth Payson, A.M. Pastor of the church at Rindge.",Election sermons -- New Hampshire -- 1799.,22
N27083,,,Evans 36086,Free,"Latrobe, Benjamin Henry, 1764-1820.; Philadelphia (Pa.). Councils.",1799,"An answer to the Joint Committee of the Select and Common Councils of Philadelphia, on the subject of a plan for supplying the city with water, &c.",Water resources development -- Pennsylvania -- Philadelphia.; Steam-engines -- Early works to 1850.; Water-supply -- Pennsylvania -- Philadelphia; Schuylkill River (Pa.),8
N27107,,,Evans 36116,Free,"Pidgin, William, 1772-1848.; Second Church of Christ (Newbury, Mass.).",1799,"Great plainness necessary in delivering the Gospel-message with a prospect of success. A sermon, delivered at the installation of the Rev. Samuel Tomb, to the pastoral care of the Presbyterian church and society in Newbury, Nov. 28, 1798. / By William Pidgin, A.M. Pastor of the Presbyterian church in Hampton. ; [One line of Scripture text]","Tomb, Samuel, 1766-1832.; Preaching.; Sermons -- 1798.",27
N27108,,,Evans 36117,Free,"Pilkington, Mrs. (Mary), 1766-1839.",1799,A mirror for the female sex. Historical beauties for young ladies. Intended to lead the female mind to the love and practice of moral goodness. Designed principally for the use of ladies' schools. / By Mrs. Pilkington. ; [Two lines from Shakespeare],Etiquette for women -- Early works to 1800; Young women -- Conduct of life -- Early works to 1800,236
N27111,,,Evans 36121,Free,"Pinckney, Charles, 1757-1824.",1799,"Case of Jonathan Robbins, examined by Charles Pinckney, Esquire. senator in Congress for South Carolina, and late governor of that state. ; To the citizens of the United States.","Nash, Thomas, d. 1799.; Hermione (Frigate).; Great Britain. -- Treaties, etc. -- United States, 1794 Nov. 19.; Impressment.; Extradition -- Cases.; Trials (Mutiny) -- United States.; United States -- Foreign relations -- Great Britain.; Great Britain -- Foreign relations -- United States.",36
N27115,,,Evans 36127,Free,"Lewis, Alethea, 1749-1827.",1799,"Plain sense: or, The history of Henry Villars and Ellen Mordaunt. A novel. In two volumes. : [One line from Pope] : Vol. I[-II].",Booksellers' advertisements -- Pennsylvania -- Philadelphia.,465
N27131,,,Evans 36154,Free,"Prentiss, Thomas, 1747-1814.",1799,"A discourse, delivered at Medfield, in commemoration of American independence. July 4, 1799. By Thomas Prentiss, A.M. Pastor of the Congregational Church in said town.",Fourth of July orations -- 1799.,22
N27191,,,Evans 36237,Free,"Robertson, William, 1721-1793.; Robertson, William, 1754-1835, ed.",1799,"The history of America, books IX. and X. Containing the history of Virginia to the year 1688; and of New England to the year 1652. / By William Robertson, D.D. Principal of the University of Edinburgh, historiographer to His Majesty for Scotland, and member of the Royal Academy of History at Madrid.","America -- Discovery and exploration.; Virginia -- History -- Colonial period, ca. 1600-1775.; New England -- History -- Colonial period, ca. 1600-1775.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",195
N27197,,,Evans 36253,Free,"Rush, Benjamin, 1746-1813.",1799,"Observations upon the origin of the malignant bilious, or yellow fever in Philadelphia, and upon the means of preventing it: addressed to the citizens of Philadelphia / by Benjamin Rush.",Yellow fever -- Pennsylvania -- Philadelphia,28
N27198,,,Evans 36254,Free,"Rush, Benjamin, 1746-1813.",1799,"A second address to the citizens of Philadelphia, containing additional proofs of the domestic origin of the malignant bilious, or yellow fever. : To which are added, observations, intended to show that a belief in that opinion, is calculated to lessen the mortality of the disease, and to prevent its recurrence. / By Benjamin Rush.",Yellow fever.; Yellow fever -- Prevention.,40
N27199,,,Evans 36255,Free,"Rush, Benjamin, 1746-1813.; University of Pennsylvania. Dept. of Medicine.",1799,"Three lectures upon animal life, delivered in the University of Pennsylvania, by Benjamin Rush, M.D. professor of the institutes of medicine, and of clinical practice in the said university. ; Published at the request of his pupils.",Life (Biology).; Physiology.; Lectures -- Pennsylvania -- Philadelphia -- 1799.,91
N27201,,,Evans 36257,Free,"Russell, Joseph, 1775-1861.",1799,"An oration; pronounced in Princeton, Massachusetts, on the anniversary of American independence, July 4, 1799. By Joseph Russell, A.M.",Fourth of July orations -- 1799.,30
N27211,,,Evans 36274,Free,"Sanders, Charlotte.",1799,The little family. Containing a variety of moral and philosophical matter. : Written for the amusement and instruction of young persons. / By Charlotte Sanders. ; Vol. I[-II]. ; [Five lines from Thomson],Youth -- Conduct of life.; Juvenile literature -- 1799.; Plays -- 1799.,281
N27241,,,Evans 36313,Free,"Skinner, Ichabod L. (Ichabod Lord), 1767-1852.; Second Church (Coventry, Conn.).",1799,"A farewell discourse, delivered at North-Coventry, November 11, 1798. By Ichabod L. Skinner, late Minister of that society.","Bible -- Criticism, interpretation, etc.; Farewell sermons -- 1798.",17
N27243,,,Evans 36316,Free,"Smith, Charlotte Turner, 1749-1806.; Gayot de Pitaval, Francois, 1673-1743. Causes celebres.",1799,The romance of real life. By Charlotte Smith.,Crime -- France.; Trials -- France.; Criminals -- France.,335
